Entity,Year,Annual CO₂ emissions from coal
United Kingdom,1756,9909914
United Kingdom,1757,10093936
United Kingdom,1758,10216358
United Kingdom,1759,10338854
United Kingdom,1760,10514331
United Kingdom,1761,10747885
United Kingdom,1762,10952198
United Kingdom,1763,11191592
United Kingdom,1764,11396982
United Kingdom,1765,11643486
United Kingdom,1766,11876080
United Kingdom,1767,12152509
United Kingdom,1768,12466936
United Kingdom,1769,12780074
United Kingdom,1770,13097216
United Kingdom,1771,13369488
United Kingdom,1772,13623507
United Kingdom,1773,13808138
United Kingdom,1774,14012415
United Kingdom,1775,14338920
United Kingdom,1776,14654124
United Kingdom,1777,14959537
United Kingdom,1778,15243483
United Kingdom,1779,15535235
United Kingdom,1780,15878726
United Kingdom,1781,16234383
United Kingdom,1782,16580954
United Kingdom,1783,17062752
United Kingdom,1784,17471092
United Kingdom,1785,17961464
United Kingdom,1786,18443832
United Kingdom,1787,18855466
United Kingdom,1788,19282564
United Kingdom,1789,19859760
United Kingdom,1790,20394430
United Kingdom,1791,20928086
United Kingdom,1792,21456558
United Kingdom,1793,21813614
United Kingdom,1794,22072648
United Kingdom,1795,21864574
United Kingdom,1796,21582768
United Kingdom,1797,21536814
United Kingdom,1798,22527018
United Kingdom,1799,26855000
United Kingdom,1800,31340080
United Kingdom,1801,30736626
United Kingdom,1802,30377368
United Kingdom,1803,28241450
United Kingdom,1804,27790074
United Kingdom,1805,29295006
United Kingdom,1806,30908602
United Kingdom,1807,32583656
United Kingdom,1808,33701640
United Kingdom,1809,34522536
United Kingdom,1810,35402028
United Kingdom,1811,36155070
United Kingdom,1812,36741616
United Kingdom,1813,37359772
United Kingdom,1814,38181804
United Kingdom,1815,39019170
United Kingdom,1816,39265496
United Kingdom,1817,41766344
United Kingdom,1818,43769000
United Kingdom,1819,43316496
United Kingdom,1820,42567188
United Kingdom,1821,43493436
United Kingdom,1822,45073956
United Kingdom,1823,46676420
United Kingdom,1824,48136788
United Kingdom,1825,49563788
United Kingdom,1826,50101644
United Kingdom,1827,52047628
United Kingdom,1828,52630228
United Kingdom,1829,53242880
United Kingdom,1830,67724220
United Kingdom,1831,64486136
United Kingdom,1832,62558720
United Kingdom,1833,61924740
United Kingdom,1834,65802124
United Kingdom,1835,72197420
United Kingdom,1836,78544550
United Kingdom,1837,75253620
United Kingdom,1838,73585960
United Kingdom,1839,75786170
United Kingdom,1840,80790880
United Kingdom,1841,81330410
United Kingdom,1842,85193130
United Kingdom,1843,88569550
United Kingdom,1844,93955130
United Kingdom,1845,99778424
United Kingdom,1846,95493680
United Kingdom,1847,101822930
United Kingdom,1848,108978020
United Kingdom,1849,117350130
United Kingdom,1850,122350150
United Kingdom,1851,116411176
United Kingdom,1852,115997620
United Kingdom,1853,115358070
United Kingdom,1854,139012290
United Kingdom,1855,130169360
United Kingdom,1856,140081200
United Kingdom,1857,137565950
United Kingdom,1858,134822450
United Kingdom,1859,149699280
United Kingdom,1860,167950430
United Kingdom,1861,175043940
United Kingdom,1862,169408700
United Kingdom,1863,180136900
United Kingdom,1864,193858580
United Kingdom,1865,205451470
United Kingdom,1866,211654620
United Kingdom,1867,217319170
United Kingdom,1868,213167860
United Kingdom,1869,223639570
United Kingdom,1870,228410100
United Kingdom,1871,241930260
United Kingdom,1872,254911800
United Kingdom,1873,264460210
United Kingdom,1874,256930670
United Kingdom,1875,271253280
United Kingdom,1876,270718300
United Kingdom,1877,275492480
United Kingdom,1878,270612060
United Kingdom,1879,272128930
United Kingdom,1880,296659420
United Kingdom,1881,311604900
United Kingdom,1882,314250270
United Kingdom,1883,326887420
United Kingdom,1884,318463870
United Kingdom,1885,314404160
United Kingdom,1886,311575550
United Kingdom,1887,319515460
United Kingdom,1888,332035330
United Kingdom,1889,343789470
United Kingdom,1890,351762300
United Kingdom,1891,358907140
United Kingdom,1892,351447200
United Kingdom,1893,314352860
United Kingdom,1894,360149220
United Kingdom,1895,363428480
United Kingdom,1896,373706000
United Kingdom,1897,383745380
United Kingdom,1898,384247360
United Kingdom,1899,411676060
United Kingdom,1900,416684740
United Kingdom,1901,407660320
United Kingdom,1902,423224960
United Kingdom,1903,426559200
United Kingdom,1904,428372900
United Kingdom,1905,434077760
United Kingdom,1906,449763330
United Kingdom,1907,469922660
United Kingdom,1908,457846100
United Kingdom,1909,461795900
United Kingdom,1910,465591800
United Kingdom,1911,476968540
United Kingdom,1912,450921150
United Kingdom,1913,492470900
United Kingdom,1914,475433300
United Kingdom,1915,482427870
United Kingdom,1916,501660220
United Kingdom,1917,491261730
United Kingdom,1918,450976100
United Kingdom,1919,447579600
United Kingdom,1920,470750720
United Kingdom,1921,318870600
United Kingdom,1922,426592200
United Kingdom,1923,452207170
United Kingdom,1924,472135700
United Kingdom,1925,445238240
United Kingdom,1926,241534540
United Kingdom,1927,460381600
United Kingdom,1928,431197860
United Kingdom,1929,454713380
United Kingdom,1930,434847230
United Kingdom,1931,406553760
United Kingdom,1932,390765660
United Kingdom,1933,386647260
United Kingdom,1934,416611460
United Kingdom,1935,422283330
United Kingdom,1936,446190850
United Kingdom,1937,460315700
United Kingdom,1938,439800830
United Kingdom,1939,447352420
United Kingdom,1940,470893630
United Kingdom,1941,463092900
United Kingdom,1942,463360450
United Kingdom,1943,449444500
United Kingdom,1944,437551170
United Kingdom,1945,412929150
United Kingdom,1946,427119800
United Kingdom,1947,451921500
United Kingdom,1948,457750850
United Kingdom,1949,463045300
United Kingdom,1950,453925280
United Kingdom,1951,486054850
United Kingdom,1952,469747200
United Kingdom,1953,478419460
United Kingdom,1954,483959460
United Kingdom,1955,499933120
United Kingdom,1956,494885500
United Kingdom,1957,482581800
United Kingdom,1958,458868380
United Kingdom,1959,425558700
United Kingdom,1960,448052260
United Kingdom,1961,442882340
United Kingdom,1962,437313060
United Kingdom,1963,439306560
United Kingdom,1964,426243000
United Kingdom,1965,422268670
United Kingdom,1966,403344130
United Kingdom,1967,368478880
United Kingdom,1968,370300740
United Kingdom,1969,367944060
United Kingdom,1970,352909150
United Kingdom,1971,341418850
United Kingdom,1972,293154620
United Kingdom,1973,295860670
United Kingdom,1974,263375650
United Kingdom,1975,276199650
United Kingdom,1976,274968540
United Kingdom,1977,271090400
United Kingdom,1978,259145810
United Kingdom,1979,281572670
United Kingdom,1980,260719230
United Kingdom,1981,261417230
United Kingdom,1982,244751360
United Kingdom,1983,247234060
United Kingdom,1984,177559260
United Kingdom,1985,234314930
United Kingdom,1986,248487220
United Kingdom,1987,259297600
United Kingdom,1988,249779400
United Kingdom,1989,245895040
United Kingdom,1990,252689660
United Kingdom,1991,253622510
United Kingdom,1992,237746930
United Kingdom,1993,207685860
United Kingdom,1994,195375630
United Kingdom,1995,181699260
United Kingdom,1996,173071520
United Kingdom,1997,154728660
United Kingdom,1998,154087840
United Kingdom,1999,138313400
United Kingdom,2000,144443090
United Kingdom,2001,153533660
United Kingdom,2002,141691090
United Kingdom,2003,153102780
United Kingdom,2004,147662290
United Kingdom,2005,148032660
United Kingdom,2006,160843760
United Kingdom,2007,150843500
United Kingdom,2008,139219100
United Kingdom,2009,113823150
United Kingdom,2010,118030370
United Kingdom,2011,117149670
United Kingdom,2012,148005460
United Kingdom,2013,142456580
United Kingdom,2014,115433544
United Kingdom,2015,91548020
United Kingdom,2016,47824616
United Kingdom,2017,39128800
United Kingdom,2018,33280250
United Kingdom,2019,24512704
United Kingdom,2020,22809404
United Kingdom,2021,23738794
United Kingdom,2022,19665548
United Kingdom,2023,17556306
United States,1800,252815.98
United States,1801,267472
United States,1802,289456
United States,1803,296784
United States,1804,333424
United States,1805,340752
United States,1806,333424
United States,1807,377392
United States,1808,392048
United States,1809,403040
United States,1810,417696
United States,1811,447008
United States,1812,483648
United States,1813,520288
United States,1814,560592
United States,1815,600896
United States,1816,663184
United States,1817,718144
United States,1818,780432
United States,1819,762112
United States,1820,791424
United States,1821,828064
United States,1822,864704
United States,1823,901344
United States,1824,1014928
United States,1825,1135840
United States,1826,1315376
United States,1827,1447280
United States,1828,1593840
United States,1829,1795360
United States,1830,2088480
United States,1831,2264352
United States,1832,3022800
United States,1833,3528432
United States,1834,3381872
United States,1835,4316192
United States,1836,4730224
United States,1837,5305472
United States,1838,5030672
United States,1839,5517984
United States,1840,5873392
United States,1841,6214144
United States,1842,6917632
United States,1843,7764016
United States,1844,9306560
United States,1845,11204512
United States,1846,12710416
United States,1847,15070032
United States,1848,16784784
United States,1849,18221072
United States,1850,19792928
United States,1851,24633072
United States,1852,26791168
United States,1853,30162048
United States,1854,33159198
United States,1855,38160560
United States,1856,40036530
United States,1857,41055120
United States,1858,41648690
United States,1859,45320016
United States,1860,47236270
United States,1861,44818050
United States,1862,46199470
United States,1863,53743550
United States,1864,57792270
United States,1865,57799600
United States,1866,57762960
United States,1867,71499230
United States,1868,80860820
United States,1869,91970060
United States,1870,96572050
United States,1871,101001820
United States,1872,123894500
United States,1873,135655940
United States,1874,129973070
United States,1875,132318040
United States,1876,129335630
United States,1877,141998450
United States,1878,137847000
United States,1879,167606020
United States,1880,188300290
United States,1881,199277630
United States,1882,223262180
United States,1883,244495200
United States,1884,257300750
United States,1885,260312530
United States,1886,269062180
United States,1887,284824700
United States,1888,346574100
United States,1889,309776540
United States,1890,372269980
United States,1891,397225200
United States,1892,423045440
United States,1893,428105440
United States,1894,399375800
United States,1895,452372320
United States,1896,450195940
United States,1897,469464860
United States,1898,515352600
United States,1899,592450500
United States,1900,626544000
United States,1901,681540700
United States,1902,715930940
United States,1903,840041600
United States,1904,818270400
United States,1905,913479200
United States,1906,964049660
United States,1907,1115248500
United States,1908,959762800
United States,1909,1066608800
United States,1910,1160396200
United States,1911,1143127700
United States,1912,1224395300
United States,1913,1304578300
United States,1914,1172135700
United States,1915,1213597400
United States,1916,1345442700
United States,1917,1481644700
United States,1918,1551136100
United States,1919,1261251300
United States,1920,1465534100
United States,1921,1142651400
United States,1922,1112891600
United States,1923,1509469000
United States,1924,1313206900
United States,1925,1340480900
United States,1926,1477932900
United States,1927,1376693000
United States,1928,1330157600
United States,1929,1404589700
United States,1930,1238165500
United States,1931,1021481700
United States,1932,834232960
United States,1933,889861000
United States,1934,963920260
United States,1935,982155970
United States,1936,1143798300
United States,1937,1144951000
United States,1938,906793800
United States,1939,1024987900
United States,1940,1168881900
United States,1941,1294762400
United States,1942,1458596900
United States,1943,1470802800
United States,1944,1545850200
United States,1945,1421423100
United States,1946,1298758100
United States,1947,1449230700
United States,1948,1433190300
United States,1949,1063102300
United States,1950,1257231900
United States,1951,1211598500
United States,1952,1074173300
United States,1953,1065955100
United States,1954,913446140
United States,1955,1026221800
United States,1956,1068357760
United States,1957,1024080700
United States,1958,888344100
United States,1959,910977860
United States,1960,917963900
United States,1961,887442800
United States,1962,920818200
United States,1963,987008300
United States,1964,1049176640
United States,1965,1090618900
United States,1966,1132718200
United States,1967,1163048800
United States,1968,1139603000
United States,1969,1157999900
United States,1970,1168090600
United States,1971,1107406300
United States,1972,1124840700
United States,1973,1220714000
United States,1974,1199352000
United States,1975,1195102100
United States,1976,1281249000
United States,1977,1315802000
United States,1978,1314266000
United States,1979,1427550100
United States,1980,1453891000
United States,1981,1503036900
United States,1982,1449193000
United States,1983,1504910100
United States,1984,1616224000
United States,1985,1655150100
United States,1986,1635859100
United States,1987,1709615000
United States,1988,1792863000
United States,1989,1813281900
United States,1990,1814536600
United States,1991,1797157100
United States,1992,1817280900
United States,1993,1879595600
United States,1994,1894401800
United States,1995,1913401200
United States,1996,1993564200
United States,1997,2038751500
United States,1998,2062837600
United States,1999,2063366300
United States,2000,2163591400
United States,2001,2099727700
United States,2002,2103809300
United States,2003,2144085900
United States,2004,2164412200
United States,2005,2188336600
United States,2006,2152560000
United States,2007,2175032800
United States,2008,2135889700
United States,2009,1872385800
United States,2010,1982953900
United States,2011,1873284000
United States,2012,1658491300
United States,2013,1720408300
United States,2014,1710593500
United States,2015,1479144800
United States,2016,1347943300
United States,2017,1308715900
United States,2018,1256631000
United States,2019,1071665660
United States,2020,877920300
United States,2021,1004759500
United States,2022,942357400
United States,2023,776767170
Upper-middle-income countries,1830,5982
Upper-middle-income countries,1831,7178
Upper-middle-income countries,1832,4784
Upper-middle-income countries,1833,5982
Upper-middle-income countries,1850,37086
Upper-middle-income countries,1855,112456
Upper-middle-income countries,1856,696783
Upper-middle-income countries,1857,758224
Upper-middle-income countries,1858,914094
Upper-middle-income countries,1859,938029
Upper-middle-income countries,1860,1056905
Upper-middle-income countries,1861,1276595
Upper-middle-income countries,1862,1362525
Upper-middle-income countries,1863,1223789
Upper-middle-income countries,1864,1573955
Upper-middle-income countries,1865,1830619
Upper-middle-income countries,1866,2729804
Upper-middle-income countries,1867,2656205
Upper-middle-income countries,1868,2748752
Upper-middle-income countries,1869,2980819
Upper-middle-income countries,1870,3154908
Upper-middle-income countries,1871,3883011
Upper-middle-income countries,1872,4206179
Upper-middle-income countries,1873,4199872
Upper-middle-income countries,1874,4376677
Upper-middle-income countries,1875,4533336
Upper-middle-income countries,1876,4610833
Upper-middle-income countries,1877,4763758
Upper-middle-income countries,1878,5571409
Upper-middle-income countries,1879,5405941
Upper-middle-income countries,1880,5905448
Upper-middle-income countries,1881,6187617
Upper-middle-income countries,1882,6402918
Upper-middle-income countries,1883,7348146
Upper-middle-income countries,1884,7499124
Upper-middle-income countries,1885,7832017
Upper-middle-income countries,1886,7930864
Upper-middle-income countries,1887,8737724
Upper-middle-income countries,1888,9357338
Upper-middle-income countries,1889,11095405
Upper-middle-income countries,1890,11356626
Upper-middle-income countries,1891,12460420
Upper-middle-income countries,1892,14583341
Upper-middle-income countries,1893,16561766
Upper-middle-income countries,1894,18704596
Upper-middle-income countries,1895,20463628
Upper-middle-income countries,1896,22098624
Upper-middle-income countries,1897,24563762
Upper-middle-income countries,1898,27776054
Upper-middle-income countries,1899,30989398
Upper-middle-income countries,1900,29253040
Upper-middle-income countries,1901,31811918
Upper-middle-income countries,1902,34131484
Upper-middle-income countries,1903,37818988
Upper-middle-income countries,1904,42833944
Upper-middle-income countries,1905,45391176
Upper-middle-income countries,1906,51947492
Upper-middle-income countries,1907,76665410
Upper-middle-income countries,1908,79611890
Upper-middle-income countries,1909,84907260
Upper-middle-income countries,1910,89424080
Upper-middle-income countries,1911,92682856
Upper-middle-income countries,1912,88933430
Upper-middle-income countries,1913,103055160
Upper-middle-income countries,1914,95336290
Upper-middle-income countries,1915,85034340
Upper-middle-income countries,1916,92925340
Upper-middle-income countries,1917,93724830
Upper-middle-income countries,1918,81107900
Upper-middle-income countries,1919,86433624
Upper-middle-income countries,1920,96628910
Upper-middle-income countries,1921,91207896
Upper-middle-income countries,1922,93211620
Upper-middle-income countries,1923,109555096
Upper-middle-income countries,1924,119318410
Upper-middle-income countries,1925,116890090
Upper-middle-income countries,1926,122447624
Upper-middle-income countries,1927,132040024
Upper-middle-income countries,1928,136465550
Upper-middle-income countries,1929,140691860
Upper-middle-income countries,1930,145768880
Upper-middle-income countries,1931,145519170
Upper-middle-income countries,1932,146404540
Upper-middle-income countries,1933,160644340
Upper-middle-income countries,1934,186757680
Upper-middle-income countries,1935,212266430
Upper-middle-income countries,1936,230919980
Upper-middle-income countries,1937,230761380
Upper-middle-income countries,1938,227367890
Upper-middle-income countries,1939,241764050
Upper-middle-income countries,1940,283781280
Upper-middle-income countries,1941,282494200
Upper-middle-income countries,1942,235472660
Upper-middle-income countries,1943,227209150
Upper-middle-income countries,1944,252145890
Upper-middle-income countries,1945,231053340
Upper-middle-income countries,1946,227890660
Upper-middle-income countries,1947,259763550
Upper-middle-income countries,1948,268342750
Upper-middle-income countries,1949,312380900
Upper-middle-income countries,1950,340824100
Upper-middle-income countries,1951,383409900
Upper-middle-income countries,1952,424040300
Upper-middle-income countries,1953,438440770
Upper-middle-income countries,1954,487899600
Upper-middle-income countries,1955,553479600
Upper-middle-income countries,1956,601701570
Upper-middle-income countries,1957,665824260
Upper-middle-income countries,1958,948320000
Upper-middle-income countries,1959,1146040200
Upper-middle-income countries,1960,1209558900
Upper-middle-income countries,1961,986121000
Upper-middle-income countries,1962,883307140
Upper-middle-income countries,1963,900732700
Upper-middle-income countries,1964,921688600
Upper-middle-income countries,1965,976251650
Upper-middle-income countries,1966,1027639940
Upper-middle-income countries,1967,952649340
Upper-middle-income countries,1968,989838000
Upper-middle-income countries,1969,1093385500
Upper-middle-income countries,1970,1293360800
Upper-middle-income countries,1971,1391234800
Upper-middle-income countries,1972,1445629000
Upper-middle-income countries,1973,1472289300
Upper-middle-income countries,1974,1478197800
Upper-middle-income countries,1975,1635558500
Upper-middle-income countries,1976,1665338000
Upper-middle-income countries,1977,1774751600
Upper-middle-income countries,1978,1905754000
Upper-middle-income countries,1979,1970427400
Upper-middle-income countries,1980,1977455400
Upper-middle-income countries,1981,1977426800
Upper-middle-income countries,1982,2124694400
Upper-middle-income countries,1983,2221756200
Upper-middle-income countries,1984,2396676900
Upper-middle-income countries,1985,2623998700
Upper-middle-income countries,1986,2725814300
Upper-middle-income countries,1987,2853398500
Upper-middle-income countries,1988,2988578600
Upper-middle-income countries,1989,2975664600
Upper-middle-income countries,1990,2955254300
Upper-middle-income countries,1991,2993536000
Upper-middle-income countries,1992,3057378000
Upper-middle-income countries,1993,3176713000
Upper-middle-income countries,1994,3261746200
Upper-middle-income countries,1995,3464349000
Upper-middle-income countries,1996,3543104500
Upper-middle-income countries,1997,3512508700
Upper-middle-income countries,1998,3316894700
Upper-middle-income countries,1999,3433299500
Upper-middle-income countries,2000,3515016400
Upper-middle-income countries,2001,3565009200
Upper-middle-income countries,2002,3956133000
Upper-middle-income countries,2003,4631528400
Upper-middle-income countries,2004,4907994000
Upper-middle-income countries,2005,5512598000
Upper-middle-income countries,2006,6067126300
Upper-middle-income countries,2007,6533323000
Upper-middle-income countries,2008,6980027000
Upper-middle-income countries,2009,7249660400
Upper-middle-income countries,2010,7874011000
Upper-middle-income countries,2011,8677316000
Upper-middle-income countries,2012,8869676000
Upper-middle-income countries,2013,8877848000
Upper-middle-income countries,2014,8812582000
Upper-middle-income countries,2015,8641821000
Upper-middle-income countries,2016,8489818000
Upper-middle-income countries,2017,8596545000
Upper-middle-income countries,2018,8811470000
Upper-middle-income countries,2019,9077011000
Upper-middle-income countries,2020,9178270000
Upper-middle-income countries,2021,9615421000
Upper-middle-income countries,2022,9669325000
Upper-middle-income countries,2023,10021927000
Uruguay,1856,32853
Uruguay,1857,46787
Uruguay,1858,109184
Uruguay,1859,61594
Uruguay,1860,68206
Uruguay,1861,100820
Uruguay,1862,84374
Uruguay,1863,126532
Uruguay,1864,107614
Uruguay,1865,166158
Uruguay,1866,304208
Uruguay,1867,319443
Uruguay,1868,467312
Uruguay,1869,431035
Uruguay,1870,317615
Uruguay,1871,248655
Uruguay,1872,336081
Uruguay,1873,264687
Uruguay,1874,463087
Uruguay,1875,303788
Uruguay,1876,310649
Uruguay,1877,362663
Uruguay,1878,337048
Uruguay,1879,302831
Uruguay,1880,356635
Uruguay,1881,426198
Uruguay,1882,345925
Uruguay,1883,443020
Uruguay,1884,548277
Uruguay,1885,655081
Uruguay,1886,452351
Uruguay,1887,651498
Uruguay,1888,748321
Uruguay,1889,1229904
Uruguay,1890,705199
Uruguay,1891,586852
Uruguay,1892,497138
Uruguay,1893,597786
Uruguay,1894,770032
Uruguay,1895,754985
Uruguay,1896,787278
Uruguay,1897,618717
Uruguay,1898,938460
Uruguay,1899,946793
Uruguay,1900,1217770
Uruguay,1901,1237716
Uruguay,1902,1738606
Uruguay,1903,1513045
Uruguay,1904,1048154
Uruguay,1905,922569
Uruguay,1906,1675332
Uruguay,1907,2186012
Uruguay,1908,2529547
Uruguay,1909,2475355
Uruguay,1910,2598250
Uruguay,1911,2501037
Uruguay,1912,2343055
Uruguay,1913,2123324
Uruguay,1914,1651411
Uruguay,1915,1242910
Uruguay,1916,824301
Uruguay,1917,788909
Uruguay,1918,1028525.94
Uruguay,1919,1059183
Uruguay,1920,999521
Uruguay,1921,821180
Uruguay,1922,1297537
Uruguay,1923,1122885
Uruguay,1924,1254351
Uruguay,1925,904148
Uruguay,1926,829218
Uruguay,1927,754033
Uruguay,1928,621536
Uruguay,1929,873884
Uruguay,1930,729660
Uruguay,1931,852850
Uruguay,1932,650146
Uruguay,1933,725451
Uruguay,1934,689741
Uruguay,1935,780648
Uruguay,1936,836235
Uruguay,1937,719657
Uruguay,1938,650754
Uruguay,1939,757937
Uruguay,1940,857464
Uruguay,1941,681378
Uruguay,1942,482323
Uruguay,1943,738798
Uruguay,1944,608648
Uruguay,1945,746454
Uruguay,1946,375140
Uruguay,1947,283269
Uruguay,1948,313893
Uruguay,1949,313893
Uruguay,1950,333034
Uruguay,1951,304112
Uruguay,1952,260144
Uruguay,1953,179536
Uruguay,1954,194192
Uruguay,1955,201520
Uruguay,1956,223708
Uruguay,1957,208848
Uruguay,1958,223504
Uruguay,1959,120912
Uruguay,1960,172208
Uruguay,1961,124576
Uruguay,1962,109820
Uruguay,1963,117348
Uruguay,1964,84272
Uruguay,1965,109920
Uruguay,1966,98928
Uruguay,1967,106256
Uruguay,1968,87936
Uruguay,1969,80555
Uruguay,1970,58624
Uruguay,1971,95264
Uruguay,1972,87936
Uruguay,1973,73327
Uruguay,1974,76944
Uruguay,1975,76944
Uruguay,1976,69616
Uruguay,1977,65952
Uruguay,1978,7328
Uruguay,1979,14656
Uruguay,1980,10992
Uruguay,1981,7328
Uruguay,1982,7328
Uruguay,1983,3664
Uruguay,1984,3664
Uruguay,1985,3660
Uruguay,1986,3660
Uruguay,1987,3664
Uruguay,1988,3664
Uruguay,1989,0
Uruguay,1990,3661
Uruguay,1991,3661
Uruguay,1992,3664
Uruguay,1993,0
Uruguay,1994,0
Uruguay,1995,0
Uruguay,1996,3661
Uruguay,1997,3666
Uruguay,1998,3664
Uruguay,1999,3662
Uruguay,2000,3661
Uruguay,2001,3667
Uruguay,2002,3664
Uruguay,2003,3667
Uruguay,2004,3664
Uruguay,2005,3666
Uruguay,2006,7328
Uruguay,2007,10992
Uruguay,2008,3664
Uruguay,2009,3664
Uruguay,2010,3664
Uruguay,2011,3666
Uruguay,2012,7331
Uruguay,2013,7328
Uruguay,2014,0
Uruguay,2015,0
Uruguay,2016,0
Uruguay,2017,0
Uruguay,2018,0
Uruguay,2019,0
Uruguay,2020,0
Uruguay,2021,0
Uruguay,2022,0
Uruguay,2023,0
Uzbekistan,1830,477
Uzbekistan,1831,572
Uzbekistan,1832,381
Uzbekistan,1833,477
Uzbekistan,1850,2955
Uzbekistan,1855,8961
Uzbekistan,1858,12583
Uzbekistan,1859,13346
Uzbekistan,1860,16143
Uzbekistan,1861,20893
Uzbekistan,1862,18704
Uzbekistan,1863,18741
Uzbekistan,1864,20424
Uzbekistan,1865,18985
Uzbekistan,1866,67127
Uzbekistan,1867,75763
Uzbekistan,1868,57328
Uzbekistan,1869,81761
Uzbekistan,1870,89587
Uzbekistan,1871,126462.99
Uzbekistan,1872,129125
Uzbekistan,1873,109370
Uzbekistan,1874,126271.99
Uzbekistan,1875,133963
Uzbekistan,1876,152209
Uzbekistan,1877,135328
Uzbekistan,1878,183642
Uzbekistan,1879,171689
Uzbekistan,1880,204971
Uzbekistan,1881,185803
Uzbekistan,1882,192085
Uzbekistan,1883,222799
Uzbekistan,1884,175206
Uzbekistan,1885,167280
Uzbekistan,1886,169610
Uzbekistan,1887,150144
Uzbekistan,1888,150240
Uzbekistan,1889,176419
Uzbekistan,1890,184430
Uzbekistan,1891,179162
Uzbekistan,1892,193912
Uzbekistan,1893,224905
Uzbekistan,1894,259725
Uzbekistan,1895,241799
Uzbekistan,1896,254190
Uzbekistan,1897,299610
Uzbekistan,1898,333124
Uzbekistan,1899,426686
Uzbekistan,1900,466563
Uzbekistan,1901,427599
Uzbekistan,1902,425158
Uzbekistan,1903,459183
Uzbekistan,1904,550669
Uzbekistan,1905,601437
Uzbekistan,1906,687546
Uzbekistan,1907,813328
Uzbekistan,1908,821927
Uzbekistan,1909,857019
Uzbekistan,1910,799062
Uzbekistan,1911,901588
Uzbekistan,1912,1119097
Uzbekistan,1913,1327401
Uzbekistan,1914,1071802
Uzbekistan,1915,843011
Uzbekistan,1916,895762
Uzbekistan,1917,852912
Uzbekistan,1918,321939
Uzbekistan,1919,187157
Uzbekistan,1920,178977
Uzbekistan,1921,219582
Uzbekistan,1922,266830
Uzbekistan,1923,290047
Uzbekistan,1924,395022
Uzbekistan,1925,354066
Uzbekistan,1926,628316
Uzbekistan,1927,809320
Uzbekistan,1928,944049
Uzbekistan,1929,900820
Uzbekistan,1930,903869
Uzbekistan,1931,1072832
Uzbekistan,1932,1461842
Uzbekistan,1933,1820998
Uzbekistan,1934,2319074
Uzbekistan,1935,2766926
Uzbekistan,1936,3268506
Uzbekistan,1937,3291741
Uzbekistan,1938,3472832
Uzbekistan,1939,3535599
Uzbekistan,1940,4711240
Uzbekistan,1941,3945408
Uzbekistan,1942,1247673
Uzbekistan,1943,1588048
Uzbekistan,1944,2471640
Uzbekistan,1945,4097766
Uzbekistan,1946,4489062
Uzbekistan,1947,5341361
Uzbekistan,1948,5460623
Uzbekistan,1949,6157105
Uzbekistan,1950,6687319
Uzbekistan,1951,7234897
Uzbekistan,1952,7520157
Uzbekistan,1953,7700665
Uzbekistan,1954,8277292.5
Uzbekistan,1955,9130109
Uzbekistan,1956,9375782
Uzbekistan,1957,9436868
Uzbekistan,1958,9021048
Uzbekistan,1959,8698707
Uzbekistan,1960,8130210
Uzbekistan,1961,7364566
Uzbekistan,1962,6782915
Uzbekistan,1963,6700667
Uzbekistan,1964,6572231
Uzbekistan,1965,6552668
Uzbekistan,1966,6607807
Uzbekistan,1967,6451170
Uzbekistan,1968,6178484
Uzbekistan,1969,6147278
Uzbekistan,1970,6805801
Uzbekistan,1971,6623464
Uzbekistan,1972,6773360
Uzbekistan,1973,6717409
Uzbekistan,1974,6596287
Uzbekistan,1975,6676464
Uzbekistan,1976,6731780
Uzbekistan,1977,6734454
Uzbekistan,1978,6582655
Uzbekistan,1979,6542795
Uzbekistan,1980,6926622
Uzbekistan,1981,5972942
Uzbekistan,1982,5990960
Uzbekistan,1983,5817024
Uzbekistan,1984,5641534
Uzbekistan,1985,6504938
Uzbekistan,1986,7400802
Uzbekistan,1987,6121617
Uzbekistan,1988,6949399
Uzbekistan,1989,7805333
Uzbekistan,1990,7023068
Uzbekistan,1991,6257614
Uzbekistan,1992,9691600
Uzbekistan,1993,7386624
Uzbekistan,1994,7478224
Uzbekistan,1995,4209936
Uzbekistan,1996,4722732
Uzbekistan,1997,3883840
Uzbekistan,1998,4056173.8
Uzbekistan,1999,4026735.8
Uzbekistan,2000,4916939
Uzbekistan,2001,5048992
Uzbekistan,2002,5041809
Uzbekistan,2003,3876625
Uzbekistan,2004,4583530
Uzbekistan,2005,4426112
Uzbekistan,2006,4752208
Uzbekistan,2007,5034336
Uzbekistan,2008,4924416
Uzbekistan,2009,5305655
Uzbekistan,2010,5151403
Uzbekistan,2011,5415392
Uzbekistan,2012,5470520
Uzbekistan,2013,8013168.5
Uzbekistan,2014,7430339
Uzbekistan,2015,5990640
Uzbekistan,2016,7093740
Uzbekistan,2017,6690464
Uzbekistan,2018,9658304
Uzbekistan,2019,8284025
Uzbekistan,2020,11512288
Uzbekistan,2021,10230200
Uzbekistan,2022,11762281
Uzbekistan,2023,15053507
Vanuatu,1962,10992
Vanuatu,1963,6595
Vanuatu,1964,31144
Vanuatu,1965,14656
Vanuatu,1966,40304
Vanuatu,1967,43968
Vanuatu,1968,7328
Vanuatu,1969,0
Vanuatu,1970,0
Vanuatu,1971,0
Vanuatu,1972,0
Venezuela,1870,1016.00006
Venezuela,1871,769
Venezuela,1872,505
Venezuela,1873,1316
